trial,log_loss,xgb_depth,xgb_lr,lgb_num_leaves,lgb_lr
30,0.36248777957710526,3,0.014376189719012708,164,0.04244515256798858
31,0.3625747304342301,3,0.013650965698998456,160,0.044360277023404254
32,0.36291062704890253,3,0.011924430087146184,171,0.04972588486243994
33,0.3637073285899642,4,0.013080657766927906,172,0.04920276417344796
34,0.3627476351740071,3,0.013901710735764182,192,0.073121433045756
35,0.368954536810615,3,0.014474636569986108,193,0.08048774253390305
36,0.36307941271946786,3,0.01303426012247517,216,0.1059020540637376
37,0.3657915124351318,3,0.02953615978525835,189,0.06003661270985897
38,0.37878378886380354,4,0.01736443535831861,178,0.06588252962505288
39,0.364350735040254,3,0.0242618261689802,159,0.05102665787033335
40,0.36995595096323325,4,0.033237787738913435,213,0.04064008105210198
41,0.3631354254574749,4,0.011726680657429205,153,0.07244479579627909
42,0.363615365020583,3,0.011715165730888944,202,0.1077210611807422
43,0.3627910669743104,4,0.013821512023926464,179,0.05118270265247255
44,0.3637271185578182,3,0.014210331446040463,179,0.050215937806619614
45,0.3600746724068162,3,0.018701461008288966,226,0.03812937322335199
46,0.36048965951882517,4,0.01835021487691388,235,0.04050133273792033
47,0.3601305804969994,4,0.018718489752524974,236,0.03821164598632489
48,0.3618425076062402,5,0.019110111572888125,251,0.03698717291970066
49,0.36168676848839804,5,0.040410004808947214,254,0.037677514194827184
50,0.3617649255295934,5,0.044305404614011314,255,0.03533303837429334
51,0.361383497537045,5,0.04902876008553426,254,0.031111547814543103
52,0.36127143198293427,5,0.04802811116805703,237,0.0308150124381953
53,0.3613473647290798,5,0.06312841256915183,234,0.030788374475221286
54,0.36160830852549847,5,0.06761673376179658,237,0.02965289813746189
55,0.3615582068073189,5,0.06076106860737718,227,0.019290379809044716
56,0.3642177331901492,6,0.1798772570765768,242,0.026947730283286137
57,0.3632579509609525,5,0.05303087871512162,226,0.031795340037877436
58,0.3628726875420594,6,0.12407798848455633,221,0.019583798214898956
59,0.36481040136866727,5,0.07485679394978105,244,0.03193581355124488
60,0.361107972501461,4,0.09405465359891661,206,0.026368228525558854
61,0.36096934737922426,4,0.09137679664961645,205,0.02876192593195731
62,0.36227997835012726,4,0.09107476251531016,201,0.026743786616298
63,0.360572954391079,4,0.13769767293487067,234,0.013541034120555155
64,0.36074727052460676,4,0.14739262221375418,205,0.011751008519484105
65,0.3626138173795302,4,0.1474286347609755,207,0.012402441788940418
66,0.36043240463428156,4,0.2952124037873437,221,0.013190919812722525
67,0.3625310457888202,4,0.25956893052191765,220,0.013374509013393727
68,0.3733503500439291,4,0.21231946764456291,228,0.011469299770691367
69,0.3623074522259014,4,0.2789656963248006,243,0.010891015953560484
70,0.3613150372552072,4,0.1465665559527232,197,0.016389240929291983
71,0.36100762740868836,4,0.1030032049417506,206,0.01518827466239768
72,0.36123815577882845,4,0.11572664217590606,219,0.013035965363947454
73,0.36253471034698703,4,0.17096740047326103,209,0.01630028026541387
74,0.36038824694085514,4,0.20560979976220262,225,0.014726444527170842
75,0.36184997143701364,4,0.2129060780278644,229,0.010121009075126164
76,0.35914532386721937,3,0.23533379125279874,222,0.014541556390265232
77,0.36133987486596303,3,0.24139169565792268,222,0.014224360936801841
78,0.3595456029237016,3,0.29217766097810566,215,0.018207174064321947
79,0.36113350745649164,3,0.2816576420432978,246,0.02169879563609515
80,0.3594992405667733,3,0.299977590634294,213,0.0144919700664391
81,0.36048573721456345,3,0.23692100467110816,213,0.018199986709671184
82,0.3610123106518711,3,0.23375130906957592,215,0.0153016371808679
83,0.3619289906157786,3,0.2986178081201498,213,0.018881238132932687
84,0.3601406810626083,3,0.19857418932022133,224,0.015107635113613191
85,0.3606690883722237,3,0.19350121024359856,224,0.017761519521752617
86,0.36088505088197553,3,0.25788764650910445,198,0.01799724684902967
87,0.36370084294411775,3,0.20017069522677752,185,0.020607581222038065
88,0.3601535805889054,3,0.23382130207816665,216,0.023249724529523667
89,0.3711245501784888,10,0.17631641291503405,231,0.024019795331344265
90,0.36194740979577794,3,0.16300306742488946,240,0.27177506266326174
91,0.360690152372569,3,0.22635941266725207,217,0.014793629229852959
92,0.36059498466952405,3,0.2989705452260543,211,0.012365694093270572
93,0.35977238129740774,3,0.2452023166086257,217,0.017020933926994056
94,0.36067159841076274,3,0.2558795292474428,224,0.016691644387295427
95,0.3598301652567365,3,0.20810513852609208,231,0.015178959175911375
96,0.37171715367448815,3,0.20354646531322837,248,0.023014952119873196
97,0.35966458910882043,3,0.27570066255423387,232,0.020419608858848536
98,0.36070519275016116,3,0.27285056033796234,238,0.020374258604918094
99,0.3600558156914687,3,0.22410042941656313,231,0.017253949615608034
100,0.36253621591062873,3,0.021989315800696272,229,0.016090629861384414
101,0.3599028182026781,3,0.24598795634745937,234,0.01726171441605983
102,0.36024409073253366,3,0.24716687126624803,233,0.017699344362934948
103,0.36041628926481156,3,0.22049072879703707,239,0.019561985348339254
104,0.3594662849635089,3,0.25532738128566296,234,0.015510051258286778
105,0.3602562057251591,3,0.2676826430333619,249,0.01714469542720484
106,0.3601114568818939,3,0.18796598516018653,233,0.012102621362472088
107,0.3591995759372037,3,0.18363756115109353,232,0.010932547913693962
108,0.36107031167906106,3,0.22066045550250685,243,0.011101534001251549
109,0.3612332881474732,3,0.16161551180589168,229,0.19957557498108783
110,0.3610169988431517,3,0.27664536427190245,218,0.012603719146152586
111,0.35942559738363306,3,0.2472653014556,231,0.011725787049711677
112,0.3596280900667553,3,0.25764041534102583,239,0.014080557222815038
113,0.3597617198169004,3,0.24722916101284984,239,0.013854578467130112
114,0.36021117847224704,3,0.252730943546511,251,0.014057381065021102
115,0.35972443939004245,3,0.2448362816104172,242,0.010155976353189692
116,0.36110949094197803,3,0.2837245118304373,245,0.011090676938560003
117,0.3600544311227244,3,0.18681079728160643,239,0.010238407347635873
118,0.36038750045851636,3,0.26423051904745365,240,0.01194233785497396
119,0.3677253589453899,9,0.24051528177585893,210,0.01404091673786563
120,0.36135887336935496,3,0.2184997567084861,221,0.010019838523688221
121,0.3600788240977373,3,0.24504740046244608,233,0.015784749881834665
122,0.36020766587690606,3,0.2708131521958565,245,0.012861111418891584
123,0.3598210862069845,3,0.25017589663633694,235,0.014197709213660906
124,0.36154700510339705,3,0.2913297762875864,227,0.013830610078904085
125,0.3597161442950582,3,0.20973517968327812,251,0.01089331819635432
126,0.36054670135208217,3,0.23059610777563097,251,0.010677246101571596
127,0.3612593552959244,3,0.258885330434894,255,0.011517959100341629
128,0.3608340905219501,3,0.19243114372348907,248,0.012673465587077678
129,0.359944183145173,3,0.26843363764423966,240,0.011464975440132282
130,0.36191952050191606,3,0.2996080275191449,236,0.013376130913247516
131,0.3594997578949692,3,0.2068845901490295,243,0.014689127071420989
132,0.36111979910857794,3,0.17077423049429724,242,0.01456081050249643
133,0.3609607072120591,3,0.21383934813394959,249,0.01202827265920223
134,0.3600148271851277,3,0.2300179847352438,223,0.01364174867090304
135,0.35921854833265077,3,0.24822240062177808,237,0.010824716171951358
136,0.3609517132332602,3,0.28033761543007435,244,0.010837709871336093
137,0.3612928429118493,3,0.18113470451122132,217,0.010326126736041677
138,0.3670581405149069,8,0.20738130022811965,228,0.015723753143923592
139,0.36047432655004413,3,0.2348296713998755,237,0.018675311032313475
